GAME_ID,GAME_DATE,HOME,AWAY,Height-1,Weight-1,Age-1,Mpg-1,Ppg-1,Fg-1,Fg3-1,Ft-1,Rpg-1,Apg-1,Spg-1,Bp-1,Tpg-1,Fpg-1,Height-2,Weight-2,Age-2,Mpg-2,Ppg-2,Fg-2,Fg3-2,Ft-2,Rpg-2,Apg-2,Spg-2,Bp-2,Tpg-2,Fpg-2,Height-3,Weight-3,Age-3,Mpg-3,Ppg-3,Fg-3,Fg3-3,Ft-3,Rpg-3,Apg-3,Spg-3,Bp-3,Tpg-3,Fpg-3,Height-4,Weight-4,Age-4,Mpg-4,Ppg-4,Fg-4,Fg3-4,Ft-4,Rpg-4,Apg-4,Spg-4,Bp-4,Tpg-4,Fpg-4,Height-5,Weight-5,Age-5,Mpg-5,Ppg-5,Fg-5,Fg3-5,Ft-5,Rpg-5,Apg-5,Spg-5,Bp-5,Tpg-5,Fpg-5,Height-6,Weight-6,Age-6,Mpg-6,Ppg-6,Fg-6,Fg3-6,Ft-6,Rpg-6,Apg-6,Spg-6,Bp-6,Tpg-6,Fpg-6,Height-7,Weight-7,Age-7,Mpg-7,Ppg-7,Fg-7,Fg3-7,Ft-7,Rpg-7,Apg-7,Spg-7,Bp-7,Tpg-7,Fpg-7,Height-8,Weight-8,Age-8,Mpg-8,Ppg-8,Fg-8,Fg3-8,Ft-8,Rpg-8,Apg-8,Spg-8,Bp-8,Tpg-8,Fpg-8,Height-9,Weight-9,Age-9,Mpg-9,Ppg-9,Fg-9,Fg3-9,Ft-9,Rpg-9,Apg-9,Spg-9,Bp-9,Tpg-9,Fpg-9,Height-10,Weight-10,Age-10,Mpg-10,Ppg-10,Fg-10,Fg3-10,Ft-10,Rpg-10,Apg-10,Spg-10,Bp-10,Tpg-10,Fpg-10,WL
20000370,2000-12-21,NYK,BOS,0,-0.08,0,0.17,0.26,0.05,-0.15,-0.09,0.06,0.14,0.08,0.06,0.39,-0.05,0.22,0.16,0,0.27,0.36,0.11,0.1,0.12,0.09,-0.2,-0.24,0,0.12,0.13,0.19,0.24,-0.05,0.24,0.19,-0.02,0.56,0.33,0.23,-0.1,-0.2,0.06,0.13,0.19,-0.07,0,-0.05,0.04,0.04,0.07,0.17,0.26,0.04,0.11,0.28,0.05,0.07,0.1,0,-0.08,0.48,0.1,-0.04,-0.13,-0.07,-0.01,0.05,0.2,0,0.05,0.15,0.42,-0.12,-0.09,0.19,-0.52,-0.64,-0.27,-0.15,0.17,-0.23,-0.13,-0.32,-0.22,-0.54,-0.32,-0.03,-0.02,0.29,0.2,0.18,0.15,0.12,0.2,0.09,-0.02,-0.12,0,0.1,0.05,0.04,-0.23,0.05,0.26,0.15,0.09,0.15,-0.09,0.34,0,0.16,0.51,-0.08,0.12,-0.07,-0.06,0.14,0.16,0.12,-0.04,0.6,0.26,0.05,0.04,0.04,-0.17,0.1,0.12,0.07,0.08,0.33,-0.13,-0.07,-0.32,0,0.1,-0.06,-0.02,-0.2,-0.21,-0.02,-0.22,0
20001111,2001-04-09,NYK,CHH,0.04,-0.09,0.38,0.01,0.13,0.01,-0.01,0.16,-0.03,-0.38,-0.28,0,0,-0.29,0.19,-0.02,0,-0.03,0.05,0.05,0.01,0.17,0.05,-0.23,-0.36,-0.02,0,-0.07,0.12,0.18,-0.1,0.51,0.22,0,-0.12,-0.09,0.25,0.08,0,0.06,0.3,0.58,-0.22,-0.3,0.1,-0.37,-0.42,0,0.06,0.05,-0.31,-0.09,0,0,-0.24,-0.05,-0.19,-0.08,0.38,0.15,-0.09,-0.23,-0.43,0.17,-0.02,0.38,0.04,-0.09,0.34,0.52,-0.26,-0.1,-0.19,-0.45,-0.1,-0.25,0.56,0.01,-0.41,0.03,-0.04,-0.32,-0.1,-0.36,-0.17,-0.34,0.1,-0.01,-0.03,0,0.72,0.21,-0.23,-0.01,-0.12,-0.44,-0.12,-0.29,0.04,0.06,-0.33,0.33,0.13,0.26,-0.58,-0.02,0.38,-0.03,0.28,0.43,-0.05,0.41,-0.07,-0.18,0.24,0.31,0.18,0.11,0.6,0.23,0.16,0.04,0.24,-0.06,0.12,0.44,0.14,0.09,-0.29,-0.03,-0.03,-0.22,0,-0.1,-0.02,-0.03,-0.04,0.08,0.05,-0.05,1
20000086,2000-11-11,NYK,CHH,0.04,-0.09,0.38,0.01,0.13,0.01,-0.01,0.16,-0.03,-0.38,-0.28,0,0,-0.29,0.19,-0.02,0,-0.03,0.05,0.05,0.01,0.17,0.05,-0.23,-0.36,-0.02,0,-0.07,0.12,0.18,-0.1,0.51,0.22,0,-0.12,-0.09,0.25,0.08,0,0.06,0.3,0.58,-0.22,-0.3,0.1,-0.37,-0.42,0,0.06,0.05,-0.31,-0.09,0,0,-0.24,-0.05,-0.19,-0.08,0.38,0.15,-0.09,-0.23,-0.43,0.17,-0.02,0.38,0.04,-0.09,0.34,0.52,-0.26,-0.1,-0.19,-0.45,-0.1,-0.25,0.56,0.01,-0.41,0.03,-0.04,-0.32,-0.1,-0.36,-0.17,-0.34,0.1,-0.01,-0.03,0,0.72,0.21,-0.23,-0.01,-0.12,-0.44,-0.12,-0.29,0.04,0.06,-0.33,0.33,0.13,0.26,-0.58,-0.02,0.38,-0.03,0.28,0.43,-0.05,0.41,-0.07,-0.18,0.24,0.31,0.18,0.11,0.6,0.23,0.16,0.04,0.24,-0.06,0.12,0.44,0.14,0.09,-0.29,-0.03,-0.03,-0.22,0,-0.1,-0.02,-0.03,-0.04,0.08,0.05,-0.05,1
20000951,2001-03-17,NYK,CHI,0,-0.08,0.1,0.22,0.28,-0.01,-0.23,-0.12,0.02,-0.01,0.04,0.06,0.44,0,0.14,0.08,0.19,0.23,0.4,0.12,0,0.26,0.13,-0.18,0,0,0.17,0.08,0.19,0.26,0.43,0.33,0.13,0.01,-0.17,-0.05,0.27,0.01,0.12,0.06,0.2,0.51,0.14,-0.06,0.38,0.14,0.03,0.08,0.11,0.03,0.06,0.16,0.04,0.05,0.17,0.05,-0.12,-0.08,0.38,-0.43,-0.48,-0.08,-0.01,0.03,-0.08,0.13,-0.2,-0.06,-0.02,0.17,-0.12,-0.22,0.29,-0.35,-0.21,-0.18,0.05,0.16,-0.08,-0.12,-0.44,-0.16,-0.27,-0.36,-0.07,-0.21,0.57,-0.23,-0.26,-0.06,0.72,0.21,-0.37,-0.21,-0.2,-0.38,-0.41,-0.21,-0.03,-0.1,0.1,0.21,0.1,0.16,-0.17,-0.11,0.26,-0.11,0.16,0.4,-0.08,0.04,0,-0.16,0.29,0.14,0.02,0.15,0.16,0.12,0.15,-0.03,0.16,0.16,-0.09,0.31,0.22,0.09,0.38,-0.18,-0.02,-0.2,0,0.38,-0.2,-0.06,-0.24,-0.11,-0.02,-0.22,1
20000422,2000-12-29,NYK,CHI,0,-0.08,0.1,0.22,0.28,-0.01,-0.23,-0.12,0.02,-0.01,0.04,0.06,0.44,0,0.14,0.08,0.19,0.23,0.4,0.12,0,0.26,0.13,-0.18,0,0,0.17,0.08,0.19,0.26,0.43,0.33,0.13,0.01,-0.17,-0.05,0.27,0.01,0.12,0.06,0.2,0.51,0.14,-0.06,0.38,0.14,0.03,0.08,0.11,0.03,0.06,0.16,0.04,0.05,0.17,0.05,-0.12,-0.08,0.38,-0.43,-0.48,-0.08,-0.01,0.03,-0.08,0.13,-0.2,-0.06,-0.02,0.17,-0.12,-0.22,0.29,-0.35,-0.21,-0.18,0.05,0.16,-0.08,-0.12,-0.44,-0.16,-0.27,-0.36,-0.07,-0.21,0.57,-0.23,-0.26,-0.06,0.72,0.21,-0.37,-0.21,-0.2,-0.38,-0.41,-0.21,-0.03,-0.1,0.1,0.21,0.1,0.16,-0.17,-0.11,0.26,-0.11,0.16,0.4,-0.08,0.04,0,-0.16,0.29,0.14,0.02,0.15,0.16,0.12,0.15,-0.03,0.16,0.16,-0.09,0.31,0.22,0.09,0.38,-0.18,-0.02,-0.2,0,0.38,-0.2,-0.06,-0.24,-0.11,-0.02,-0.22,1
20000918,2001-03-13,NYK,CLE,0.04,-0.03,0.24,0.11,0.06,-0.04,0.08,-0.07,0.01,-0.46,-0.04,0.03,-0.1,-0.17,0.29,0.17,0.24,0.22,0.4,0.13,0.6,0.14,0.02,-0.38,-0.48,0,0.1,-0.12,0.04,0.18,0.1,0.26,0.09,-0.05,-0.2,0,0.16,0.05,0,0.03,0.15,0.44,-0.07,0.05,-0.14,0.14,0.04,0.09,0.01,-0.12,0,0.35,0.12,0.02,0.27,0.2,-0.12,-0.18,0.38,-0.12,-0.21,-0.09,0.11,0.05,-0.1,0.29,0,-0.03,0.1,0.05,-0.12,-0.09,-0.05,-0.29,-0.24,-0.22,-0.12,0.18,-0.11,0.03,-0.08,-0.08,-0.2,-0.1,0,-0.29,0.19,-0.1,0.03,-0.11,0.72,0.09,-0.35,-0.01,-0.2,-0.3,-0.02,0.08,-0.14,-0.1,0.05,0.2,0.01,0.07,0.15,-0.01,0.3,0,0.16,0.18,-0.37,0,-0.03,0.06,-0.24,0.12,-0.04,0.12,0.06,0.19,0.08,0,0.04,0.13,-0.07,0.29,0.07,0,0.52,-0.19,-0.18,-0.2,0,-0.05,-0.13,0,-0.08,-0.13,-0.12,-0.14,1
20000061,2000-11-08,NYK,CLE,0.04,-0.03,0.24,0.11,0.06,-0.04,0.08,-0.07,0.01,-0.46,-0.04,0.03,-0.1,-0.17,0.29,0.17,0.24,0.22,0.4,0.13,0.6,0.14,0.02,-0.38,-0.48,0,0.1,-0.12,0.04,0.18,0.1,0.26,0.09,-0.05,-0.2,0,0.16,0.05,0,0.03,0.15,0.44,-0.07,0.05,-0.14,0.14,0.04,0.09,0.01,-0.12,0,0.35,0.12,0.02,0.27,0.2,-0.12,-0.18,0.38,-0.12,-0.21,-0.09,0.11,0.05,-0.1,0.29,0,-0.03,0.1,0.05,-0.12,-0.09,-0.05,-0.29,-0.24,-0.22,-0.12,0.18,-0.11,0.03,-0.08,-0.08,-0.2,-0.1,0,-0.29,0.19,-0.1,0.03,-0.11,0.72,0.09,-0.35,-0.01,-0.2,-0.3,-0.02,0.08,-0.14,-0.1,0.05,0.2,0.01,0.07,0.15,-0.01,0.3,0,0.16,0.18,-0.37,0,-0.03,0.06,-0.24,0.12,-0.04,0.12,0.06,0.19,0.08,0,0.04,0.13,-0.07,0.29,0.07,0,0.52,-0.19,-0.18,-0.2,0,-0.05,-0.13,0,-0.08,-0.13,-0.12,-0.14,0
20000697,2001-02-07,NYK,DAL,0.04,0.08,0.14,0.12,0.07,-0.1,-0.22,-0.17,0.08,-0.38,0.16,0.08,-0.03,-0.05,0.14,0.07,0.1,0.17,0.31,0.1,-0.04,0.13,0.07,-0.15,-0.2,0,0.22,-0.07,0.07,0.28,0.05,0.17,0.07,-0.08,-0.3,-0.11,0.21,0.03,0.04,0.11,0.08,0.34,-0.07,-0.1,0.29,0.05,0.03,-0.04,0.21,0.1,-0.1,0.33,0.08,0,0.27,-0.24,-0.14,-0.29,0.33,0.35,0.02,-0.06,0.53,0.47,-0.01,0.44,0.16,0,0.32,0.37,-0.29,-0.14,0.19,-0.52,-0.53,-0.31,-0.16,0.03,-0.4,-0.02,-0.04,-0.32,-0.22,-0.29,-0.41,-0.32,0.24,0.13,0.16,-0.09,0.48,0.1,-0.2,0.07,0.04,-0.71,0.05,-0.17,0,-0.02,-0.19,0.3,0.09,0.04,-0.4,-0.24,0.42,-0.08,0.04,0.43,-0.2,0.04,0.04,-0.03,0.19,0.41,0.22,-0.02,0,0.57,0.26,0.01,0.2,0.19,0.22,0.61,0.17,0.13,-0.05,0.03,-0.05,-0.26,0,-0.05,-0.05,-0.02,-0.12,0.08,0.1,0.12,1
20000284,2000-12-09,NYK,DEN,0.16,0.02,0.05,0.03,0,0.03,-0.16,-0.05,0.07,-0.51,0.2,0.03,0.12,0.14,0.07,-0.09,0.1,0.18,0.21,0.09,-0.01,0.17,0.04,-0.02,-0.04,-0.02,0.19,0.08,0.19,0.3,0,0.38,0.11,-0.03,-0.16,0.05,0.22,-0.21,-0.12,0.11,-0.07,0.41,-0.14,-0.24,0.19,0.24,0.11,0.05,-0.03,0.32,0.04,0.38,0.24,-0.06,0.15,0.08,-0.14,-0.11,0.43,-0.09,-0.11,-0.02,0,0.04,-0.17,0.27,-0.12,-0.09,0.2,0.08,-0.14,-0.06,-0.33,-0.24,-0.14,-0.14,-0.03,0.03,-0.02,-0.19,0.08,-0.11,-0.13,-0.1,0,0.02,0.24,0.31,0.32,0.2,0.72,0.52,0.12,0.02,0.04,0,0.17,0.2,0.07,-0.02,0.05,-0.07,-0.28,0.05,0.15,-0.05,-0.03,-0.13,0.16,0.18,-0.32,0.04,-0.07,-0.06,0.14,-0.09,-0.08,0.07,-0.07,0.17,-0.07,-0.06,0.12,-0.46,0.03,0,0.1,0.23,0.29,-0.22,-0.19,-0.27,0,0.25,-0.17,-0.06,-0.12,-0.4,-0.05,-0.24,1
20001180,2001-04-18,NYK,DET,0.23,0.05,0.19,0.24,0.18,0.06,-0.11,0.14,0.15,-0.06,0.24,0.08,0.24,-0.05,0.03,-0.06,-0.1,0.36,0.43,-0.01,-0.14,0.09,0.11,0.03,0.12,0.03,0.29,-0.02,0.3,0.37,-0.1,0.36,0.06,-0.06,-0.23,-0.08,0.24,0.02,0.04,0.11,0.13,0.51,0,-0.07,0.33,0.2,0.06,0.03,0.19,0.13,0.06,0.18,0.2,0.05,0,0.05,-0.07,-0.13,0.33,-0.39,-0.81,0,-0.11,0.03,-0.08,-0.05,-0.16,-0.14,-0.51,0.27,-0.19,-0.03,-0.24,-0.03,0.03,-0.14,0.35,0.57,-0.12,0.07,0.08,-0.08,0.02,-0.07,-0.07,-0.14,0.38,-0.12,0.18,-0.09,0.3,0.76,-0.56,-0.03,-0.32,-0.57,-0.05,0,0.04,0.08,0.1,0.14,-0.01,0.22,0.15,-0.2,0.27,-0.03,0.12,0.4,-0.08,-0.1,0,0.13,0,0.19,0.13,0.09,0.6,0.1,0.01,0,-0.08,0.16,0.05,0.39,0.07,0.21,0.33,-0.05,-0.08,-0.29,0,0.05,-0.08,-0.01,-0.08,-0.11,0,-0.12,1
20000144,2000-11-19,NYK,GSW,0,0.06,0.38,0.05,0.04,0.09,0.25,0.03,-0.06,-0.1,-0.2,-0.05,-0.05,-0.2,0.22,0.1,-0.19,0.06,0.25,0.09,0.12,0.32,-0.02,-0.46,-0.68,-0.05,0.05,0.13,0.07,0.18,0.19,0.02,-0.04,0.03,0.09,0.12,0.08,-0.27,-0.16,0.06,-0.36,0.19,-0.03,0.03,0.24,0.04,0,0.13,0.1,0.17,0.03,0.11,0.04,0,0.1,-0.05,-0.14,-0.15,0.38,-0.43,-0.65,-0.07,0,0.19,-0.37,0.27,-0.24,-0.03,-0.1,0.1,-0.12,-0.01,-0.19,-0.4,-0.22,-0.12,0.07,0,-0.22,0.07,0.12,-0.08,-0.08,-0.27,-0.03,-0.24,0.43,-0.1,-0.15,-0.25,0.72,0.11,-0.75,0.04,0.08,0.05,-0.09,-0.31,0.04,-0.07,0.05,0.11,-0.03,0.1,-0.2,-0.2,0.25,-0.04,0.12,0.43,-0.22,0.09,-0.03,-0.21,0.1,0.06,0.14,0.18,0.6,0.55,-0.02,0,0.12,-0.49,-0.02,0.34,0.1,0,0.33,-0.3,-0.18,-0.13,0,0.34,-0.2,-0.11,-0.12,-0.24,-0.24,-0.22,1
20000507,2001-01-11,NYK,HOU,0.04,-0.08,0.29,-0.02,-0.07,-0.04,-0.2,-0.05,-0.14,-0.3,-0.16,0,-0.12,-0.32,0.07,-0.09,0.24,-0.03,-0.03,0.02,0.05,0.12,-0.09,-0.04,-0.16,-0.05,0,0.08,0.23,0.26,0.24,0.3,0.11,-0.07,0.07,0.03,0.19,-0.16,-0.08,0.11,0.05,0.54,-0.14,-0.14,0.14,-0.12,-0.05,-0.06,0.24,0.09,-0.09,0.23,0.04,-0.09,0.05,-0.07,0,0,0.1,0.05,-0.12,0.02,-0.2,0.11,-0.05,0.34,0.16,-0.06,0.25,0.25,-0.19,-0.21,0.14,-0.29,-0.25,-0.34,0.56,0.18,-0.18,0.04,0.2,-0.16,-0.2,-0.29,-0.17,-0.22,-0.19,0.08,0.01,-0.1,0.72,0.34,-0.2,0,-0.28,-0.36,-0.02,0,0.14,-0.1,0.19,0.22,0.16,0.15,-0.32,-0.08,0.37,-0.02,0.2,0.43,-0.15,0.21,-0.07,-0.24,0.1,0.24,0.18,-0.12,0.6,0.24,0.16,0.05,0.16,0,0.15,0.29,0.14,0.18,-0.1,-0.11,-0.13,-0.17,-0.75,0.07,0.03,-0.04,-0.04,0.08,0.17,0.2,0
20000867,2001-03-06,NYK,IND,-0.07,0,-0.24,0,-0.04,-0.02,-0.13,-0.21,0.07,0.03,0.16,0.06,0.29,0.02,0.26,0.08,0.1,0.12,0.22,0.01,0,0.13,0.04,-0.4,-0.28,0,0.12,-0.19,-0.03,0.1,0.19,-0.2,-0.34,-0.09,-0.05,-0.05,0.03,-0.41,-0.12,-0.05,-0.34,0,-0.29,-0.26,-0.19,0.23,0.16,-0.05,0.39,0.03,-0.01,0.35,0.16,0,0.27,0.03,-0.26,-0.32,0.52,-0.21,-0.26,-0.11,0.53,0.36,-0.44,0.35,0.08,-0.71,0,-0.09,-0.19,-0.14,0.29,-0.19,-0.07,-0.25,0.37,0.3,-0.14,0.02,0.04,-0.05,-0.22,-0.27,-0.07,-0.1,0.38,0.16,0.07,0.09,0.11,-0.02,-0.04,0.01,0.04,-0.11,-0.09,0.05,0,-0.05,0.14,0.43,0.28,0.1,-0.35,0.23,0.37,0.03,0.2,0.48,0.07,0.29,0,-0.16,-0.57,0.29,0.21,0.24,-0.03,-0.05,0.25,0.02,0.12,0.16,0.25,0.66,0.07,0.03,0.05,-0.05,-0.07,-0.36,0,0.5,-0.08,-0.03,-0.04,-0.03,-0.02,-0.07,1
20000578,2001-01-21,NYK,IND,-0.07,0,-0.24,0,-0.04,-0.02,-0.13,-0.21,0.07,0.03,0.16,0.06,0.29,0.02,0.26,0.08,0.1,0.12,0.22,0.01,0,0.13,0.04,-0.4,-0.28,0,0.12,-0.19,-0.03,0.1,0.19,-0.2,-0.34,-0.09,-0.05,-0.05,0.03,-0.41,-0.12,-0.05,-0.34,0,-0.29,-0.26,-0.19,0.23,0.16,-0.05,0.39,0.03,-0.01,0.35,0.16,0,0.27,0.03,-0.26,-0.32,0.52,-0.21,-0.26,-0.11,0.53,0.36,-0.44,0.35,0.08,-0.71,0,-0.09,-0.19,-0.14,0.29,-0.19,-0.07,-0.25,0.37,0.3,-0.14,0.02,0.04,-0.05,-0.22,-0.27,-0.07,-0.1,0.38,0.16,0.07,0.09,0.11,-0.02,-0.04,0.01,0.04,-0.11,-0.09,0.05,0,-0.05,0.14,0.43,0.28,0.1,-0.35,0.23,0.37,0.03,0.2,0.48,0.07,0.29,0,-0.16,-0.57,0.29,0.21,0.24,-0.03,-0.05,0.25,0.02,0.12,0.16,0.25,0.66,0.07,0.03,0.05,-0.05,-0.07,-0.36,0,0.5,-0.08,-0.03,-0.04,-0.03,-0.02,-0.07,0
20000249,2000-12-04,NYK,LAC,0.04,0.02,0.19,0.1,0.16,-0.06,-0.12,-0.03,0.11,-0.2,0.2,0.08,0.34,-0.1,0,-0.24,0.24,0.28,0.33,0.17,0.23,0.16,0.05,0.1,-0.04,-0.05,0.27,-0.02,0.04,0.05,0.52,0.36,0.06,-0.06,-0.04,0.25,0.13,0.12,0,0.08,0.17,0.46,-0.29,-0.21,0.43,-0.32,-0.32,-0.08,0.15,0.18,-0.32,-0.07,0.04,-0.38,-0.41,-0.22,-0.12,-0.11,0.14,-0.06,-0.19,-0.05,-0.22,-0.04,-0.02,0.35,0.08,0,0.27,0.39,-0.19,-0.09,0.38,-0.24,-0.13,-0.37,0.56,0.5,-0.2,0.07,0.12,-0.41,-0.2,-0.15,0.04,-0.06,0.62,0.24,0.07,-0.04,0.18,0.11,-0.01,0,0,0.02,-0.05,0.1,-0.03,-0.15,0.05,0.19,0.12,0.16,0.15,0.18,0.32,0.02,0.24,0.24,-0.27,0.07,-0.03,-0.16,-0.14,0.21,0.16,0.16,-0.36,0.09,0.18,-0.01,0.16,0.02,0.1,0.31,0.17,0.13,-0.05,-0.13,-0.08,-0.1,0,0.01,-0.08,0,-0.16,0.11,0.02,0.22,1
20000629,2001-01-28,NYK,LAL,-0.03,-0.09,0.38,-0.05,-0.35,-0.06,0,-0.1,-0.08,-0.15,-0.12,-0.05,-0.1,-0.29,0.19,-0.06,0.19,0.03,0.23,0.06,-0.04,0.16,0.04,-0.23,-0.52,0,0.14,-0.02,0.04,0.1,-0.24,0.2,0.11,-0.11,0.11,0.13,0.13,-0.04,-0.08,-0.03,0.05,0.41,-0.14,-0.06,-0.24,0.04,0.06,0.03,0.16,0,-0.07,0.13,0.2,-0.03,0.15,0.05,-0.04,-0.1,0.14,0.15,-0.09,-0.04,-0.15,-0.02,0.02,0.3,0.16,0.02,0.12,0.37,0.04,0.18,0.05,0.01,0.01,-0.2,-0.18,-0.07,0.09,0.06,0.2,0,0.09,0.17,0,-0.11,0.14,0.04,0.08,0,-0.01,0.11,0,-0.21,-0.16,-0.06,-0.09,-0.07,-0.07,-0.44,-0.1,-0.14,-0.53,-0.09,0.15,0.23,-0.07,-0.3,0.16,-0.17,-0.47,-0.05,-0.03,-0.08,-0.33,-0.08,0.06,0.09,0.6,0.05,-0.03,-0.08,0.04,0.02,0.17,0.31,0.14,0.13,0.1,-0.2,-0.11,-0.1,-0.63,0.08,-0.07,-0.13,-0.24,-0.08,-0.02,-0.17,1
20000906,2001-03-11,NYK,MIA,-0.03,-0.03,0.05,0.07,0.01,-0.03,-0.16,-0.09,0,0.08,-0.12,-0.13,0.17,-0.2,0.22,0.13,-0.19,0.07,0.12,0.1,0.03,0.17,0.06,-0.42,-0.2,0,-0.1,0.1,0.23,0.24,0.29,0.24,0.11,0.01,0.35,0.25,0.19,-0.18,-0.16,0.08,-0.04,0.27,-0.19,-0.06,0,-0.21,-0.01,0.09,0.1,0.28,-0.02,0.3,0.04,-0.11,0.22,-0.26,-0.07,-0.15,-0.1,-0.02,-0.01,0.12,-0.03,0.04,-0.03,0.3,-0.08,-0.03,0.32,0.32,-0.19,-0.03,-0.48,-0.02,0.03,-0.25,0.56,0.22,-0.07,0.14,0.2,-0.03,0.12,0.07,-0.03,-0.22,0,-0.27,-0.13,-0.07,0.72,0.11,-0.34,-0.2,-0.2,-0.03,-0.22,-0.12,0.07,-0.07,-0.1,0,-0.1,0.08,0.15,-0.19,0.17,-0.04,0.12,0.35,-0.27,-0.08,-0.03,-0.16,-0.14,0.1,-0.11,-0.01,0.6,0.37,-0.07,-0.01,0.2,-0.41,-0.22,0.46,0.07,0.05,-0.05,-0.01,-0.02,-0.08,0,0.42,-0.01,0.01,-0.08,-0.05,0.05,-0.05,1
20000762,2001-02-20,NYK,MIA,-0.03,-0.03,0.05,0.07,0.01,-0.03,-0.16,-0.09,0,0.08,-0.12,-0.13,0.17,-0.2,0.22,0.13,-0.19,0.07,0.12,0.1,0.03,0.17,0.06,-0.42,-0.2,0,-0.1,0.1,0.23,0.24,0.29,0.24,0.11,0.01,0.35,0.25,0.19,-0.18,-0.16,0.08,-0.04,0.27,-0.19,-0.06,0,-0.21,-0.01,0.09,0.1,0.28,-0.02,0.3,0.04,-0.11,0.22,-0.26,-0.07,-0.15,-0.1,-0.02,-0.01,0.12,-0.03,0.04,-0.03,0.3,-0.08,-0.03,0.32,0.32,-0.19,-0.03,-0.48,-0.02,0.03,-0.25,0.56,0.22,-0.07,0.14,0.2,-0.03,0.12,0.07,-0.03,-0.22,0,-0.27,-0.13,-0.07,0.72,0.11,-0.34,-0.2,-0.2,-0.03,-0.22,-0.12,0.07,-0.07,-0.1,0,-0.1,0.08,0.15,-0.19,0.17,-0.04,0.12,0.35,-0.27,-0.08,-0.03,-0.16,-0.14,0.1,-0.11,-0.01,0.6,0.37,-0.07,-0.01,0.2,-0.41,-0.22,0.46,0.07,0.05,-0.05,-0.01,-0.02,-0.08,0,0.42,-0.01,0.01,-0.08,-0.05,0.05,-0.05,1
20000208,2000-11-29,NYK,MIA,-0.03,-0.03,0.05,0.07,0.01,-0.03,-0.16,-0.09,0,0.08,-0.12,-0.13,0.17,-0.2,0.22,0.13,-0.19,0.07,0.12,0.1,0.03,0.17,0.06,-0.42,-0.2,0,-0.1,0.1,0.23,0.24,0.29,0.24,0.11,0.01,0.35,0.25,0.19,-0.18,-0.16,0.08,-0.04,0.27,-0.19,-0.06,0,-0.21,-0.01,0.09,0.1,0.28,-0.02,0.3,0.04,-0.11,0.22,-0.26,-0.07,-0.15,-0.1,-0.02,-0.01,0.12,-0.03,0.04,-0.03,0.3,-0.08,-0.03,0.32,0.32,-0.19,-0.03,-0.48,-0.02,0.03,-0.25,0.56,0.22,-0.07,0.14,0.2,-0.03,0.12,0.07,-0.03,-0.22,0,-0.27,-0.13,-0.07,0.72,0.11,-0.34,-0.2,-0.2,-0.03,-0.22,-0.12,0.07,-0.07,-0.1,0,-0.1,0.08,0.15,-0.19,0.17,-0.04,0.12,0.35,-0.27,-0.08,-0.03,-0.16,-0.14,0.1,-0.11,-0.01,0.6,0.37,-0.07,-0.01,0.2,-0.41,-0.22,0.46,0.07,0.05,-0.05,-0.01,-0.02,-0.08,0,0.42,-0.01,0.01,-0.08,-0.05,0.05,-0.05,0
20000345,2000-12-17,NYK,MIL,0,-0.06,0.24,0.02,-0.14,-0.09,-0.28,-0.15,-0.04,-0.11,-0.04,0.06,0.07,-0.05,0.07,0.07,-0.05,0.03,0.01,-0.05,0.16,0.08,-0.01,-0.56,-0.2,0,-0.2,-0.09,0.19,0.34,0.1,0.2,0,0.05,-0.13,-0.01,0.21,-0.08,-0.24,0.08,0.17,0.27,-0.19,-0.26,0.1,-0.31,-0.48,-0.1,0.18,-0.03,-0.26,0.12,0,-0.17,-0.27,-0.07,-0.22,-0.24,0.43,-0.08,-0.26,-0.05,-0.24,0.11,-0.09,0.29,-0.08,-0.11,0.12,0.13,-0.12,-0.11,0,-0.05,0.05,-0.33,0.12,0.39,-0.1,0.1,0.12,-0.19,-0.03,-0.27,-0.14,-0.16,0.05,0.13,0.29,-0.19,0.72,0.47,-0.21,0.07,0,-0.27,0.17,-0.17,0.12,-0.08,-0.05,0.32,0.16,0.07,0.15,0,0.4,0,0.2,0.48,-0.03,0.17,-0.03,0,-0.24,0.2,0.13,0.07,0.18,-0.07,0.07,0.03,0.04,0.1,0.17,0.24,0.14,0.15,0.19,-0.07,-0.02,-0.19,-0.33,0.2,0.02,-0.03,-0.08,0,0.15,-0.05,1
