LAST_NAME,PLAYER_NAME,POSITION,GEN_POST,MPG,PPG,FG_PCT,FG3_PCT,FT_PCT,RPG,APG,SPG,BPG,TPG,FPG
Ntilikina,Frank Ntilikina,PG,Guard,21.2,5.9,0.364,0.308,0.784,2.1,3.0,0.7,0.2,1.4,2.4
Williams,Frank Williams,SG,Guard,9.5,1.9,0.269,0.225,0.507,0.8,1.6,0.3,0.1,0.7,1.0
Hoiberg,Fred Hoiberg,SG,Guard,20.0,5.6,0.439,0.367,0.848,2.9,1.7,0.8,0.1,0.5,1.4
Jones,Fred Jones,SG,Guard,22.2,6.8,0.403,0.337,0.798,2.0,2.1,0.7,0.2,1.1,1.8
VanVleet,Fred VanVleet,PG,Guard,22.7,10.0,0.399,0.389,0.834,2.4,3.8,1.0,0.2,1.2,1.7
Aldemir,Furkan Aldemir,PF,Front,13.2,2.3,0.513,0.0,0.481,4.3,0.7,0.4,0.4,0.4,2.3
Korkmaz,Furkan Korkmaz,SG,Guard,13.8,5.7,0.372,0.338,0.684,1.7,0.8,0.4,0.1,0.4,1.2
Pruitt,Gabe Pruitt,PG,Guard,7.0,2.0,0.332,0.271,0.655,0.7,0.8,0.3,0.0,0.3,0.7
Vincent,Gabe Vincent,PG,Guard,7.0,2.0,0.211,0.25,0.0,0.5,0.5,0.2,0.0,0.0,0.3
Mekel,Gal Mekel,PG,Guard,10.1,1.9,0.249,0.125,0.333,0.6,2.6,0.3,0.0,0.7,0.6
Lawal,Gani Lawal,PF,Front,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Siler,Garret Siler,C,Front,4.8,2.1,0.547,0.0,0.5,1.3,0.1,0.0,0.2,0.5,1.0
Temple,Garrett Temple,SG,Guard,19.8,5.9,0.393,0.330,0.703,2.1,1.6,0.8,0.3,0.9,1.8
Mathews,Garrison Mathews,SG,Guard,12.6,5.4,0.429,0.413,0.912,1.3,0.6,0.4,0.1,0.4,1.8
Joseph,Garth Joseph,C,Front,4.0,0.5,0.2,0.0,0.0,0.5,0.3,0.0,0.3,0.5,0.3
Clark,Gary Clark,PF,Front,12.3,3.0,0.353,0.311,0.944,2.3,0.4,0.2,0.4,0.1,0.9
Forbes,Gary Forbes,SF,Wing,13.7,5.9,0.433,0.338,0.701,1.9,0.9,0.4,0.1,0.9,1.2
Grant,Gary Grant,PG,Guard,4.3,2.5,0.714,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3
Harris,Gary Harris,SG,Guard,28.5,11.9,0.433,0.341,0.797,2.5,2.0,1.2,0.2,1.2,1.7
Neal,Gary Neal,SG,Guard,19.5,8.8,0.363,0.326,0.867,1.9,1.4,0.3,0.0,0.8,1.3
Payton,Gary Payton,PG,Guard,34.2,14.9,0.446,0.313,0.744,3.6,6.1,1.2,0.1,1.9,2.0
Payton II,Gary Payton II,PG,Guard,11.5,3.4,0.452,0.283,0.358,1.8,1.5,0.7,0.3,0.7,1.3
Trent,Gary Trent,SF,Wing,14.4,5.7,0.488,0.0,0.629,3.4,0.7,0.3,0.3,0.7,1.9
Trent Jr.,Gary Trent Jr.,SG,Guard,13.7,5.2,0.373,0.313,0.631,1.2,0.6,0.3,0.1,0.3,0.8
Carlisle,Geno Carlisle,SG,Guard,2.7,1.3,0.667,0.0,0.667,0.2,0.2,0.0,0.0,0.2,0.2
Hill,George Hill,PG,Guard,27.5,11.3,0.458,0.381,0.800,3.1,3.2,0.9,0.2,1.2,2.0
King,George King,SF,Wing,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lynch,George Lynch,SF,Wing,22.7,5.0,0.396,0.277,0.660,4.7,1.5,0.8,0.2,0.9,2.0
McCloud,George McCloud,SF,Wing,26.5,9.2,0.37,0.299,0.825,3.2,3.3,0.7,0.3,1.8,2.3
Niang,Georges Niang,PF,Front,7.3,2.9,0.385,0.227,0.799,1.2,0.4,0.1,0.0,0.3,0.6
Papagiannis,Georgios Papagiannis,C,Front,11.6,3.8,0.489,0.0,0.428,3.0,0.7,0.1,0.6,0.8,1.3
Fitch,Gerald Fitch,PG,Guard,13.3,4.7,0.337,0.269,0.739,1.7,1.8,0.4,0.3,0.8,1.6
Green,Gerald Green,SF,Wing,18.6,9.1,0.416,0.351,0.813,2.4,0.8,0.5,0.2,1.0,1.7
Henderson,Gerald Henderson,PG,Guard,25.1,10.8,0.431,0.294,0.787,3.1,1.8,0.6,0.3,1.1,1.7
Wallace,Gerald Wallace,SF,Wing,27.5,10.8,0.457,0.262,0.629,5.3,1.9,1.3,0.7,1.6,2.0
King,Gerard King,SF,Wing,15.7,4.8,0.511,0.0,0.8,2.9,0.7,0.3,0.2,1.0,2.1
Clavell,Gian Clavell,SG,Guard,9.1,2.9,0.333,0.4,1.0,1.0,0.4,0.3,0.0,0.3,1.1
Antetokounmpo,Giannis Antetokounmpo,PF,Front,32.4,20.5,0.512,0.272,0.72,9.1,4.3,1.1,1.2,2.8,2.9
Datome,Gigi Datome,SF,Wing,8.5,3.7,0.417,0.314,0.9,1.4,0.3,0.1,0.1,0.3,0.6
Arenas,Gilbert Arenas,PG,Guard,32.6,18.3,0.401,0.336,0.775,3.7,5.4,1.3,0.2,2.8,2.8
Davis,Glen Davis,C,Front,21.6,8.4,0.449,0.13,0.693,4.5,0.9,0.7,0.3,1.0,2.3
Rice,Glen Rice,SF,Wing,19.5,6.4,0.340,0.280,0.798,2.3,1.0,0.3,0.0,0.8,1.6
Robinson,Glenn Robinson,SF,Wing,31.8,18.0,0.451,0.328,0.847,5.3,2.2,1.0,0.4,2.4,2.4
Robinson III,Glenn Robinson III,SF,Wing,16.0,5.3,0.435,0.353,0.759,2.2,0.7,0.5,0.1,0.4,0.8
Bitadze,Goga Bitadze,C,Front,8.4,3.1,0.473,0.166,0.727,2.0,0.4,0.1,0.7,0.5,1.2
Dragic,Goran Dragic,PG,Guard,27.6,13.6,0.453,0.362,0.757,3.0,4.7,0.9,0.1,2.2,2.2
Giricek,Gordan Giricek,SG,Guard,22.8,9.4,0.442,0.365,0.823,2.3,1.5,0.5,0.1,1.3,1.9
Hayward,Gordon Hayward,SF,Wing,28.2,13.9,0.460,0.337,0.734,4.0,3.1,0.8,0.3,1.7,1.6
Dieng,Gorgui Dieng,C,Front,21.5,7.7,0.497,0.406,0.771,6.1,1.3,0.8,0.9,1.1,2.2
Hill,Grant Hill,SF,Wing,29.8,13.1,0.474,0.325,0.776,4.9,3.0,0.9,0.4,1.8,2.1
Jerrett,Grant Jerrett,PF,Front,6.4,2.0,0.269,0.067,1.0,1.1,0.4,0.3,0.3,0.4,1.4
Long,Grant Long,PF,Front,21.0,4.7,0.417,0.147,0.731,3.2,1.3,0.7,0.1,1.0,1.9
Williams,Grant Williams,PF,Front,15.6,3.5,0.417,0.247,0.725,2.7,1.0,0.5,0.5,0.7,2.4
Allen,Grayson Allen,SG,Guard,13.7,6.5,0.412,0.342,0.803,1.4,1.0,0.2,0.1,0.8,1.2
Anthony,Greg Anthony,PG,Guard,20.0,6.4,0.384,0.351,0.658,1.6,3.0,1.0,0.1,1.1,1.5
Buckner,Greg Buckner,SG,Guard,18.9,4.9,0.438,0.307,0.775,2.7,1.2,0.7,0.1,0.6,2.3
Foster,Greg Foster,C,Front,10.0,2.4,0.342,0.194,0.759,2.1,0.3,0.0,0.1,0.4,1.5
Monroe,Greg Monroe,C,Front,26.6,12.7,0.517,0.022,0.700,8.0,2.0,1.0,0.5,1.8,2.1
Oden,Greg Oden,C,Front,18.2,7.6,0.573,0.0,0.656,5.9,0.4,0.3,1.3,1.2,3.4
Ostertag,Greg Ostertag,C,Front,18.0,4.0,0.479,0.083,0.495,4.9,0.8,0.2,1.4,0.8,2.4
Smith,Greg Smith,C,Front,10.5,3.1,0.614,0.0,0.389,2.7,0.2,0.2,0.3,0.3,1.8
Stiemsma,Greg Stiemsma,C,Front,13.0,2.6,0.581,0.0,0.642,2.9,0.4,0.5,0.9,0.6,2.2
Vasquez,Greivis Vasquez,SG,Guard,21.7,7.6,0.382,0.326,0.792,2.2,4.3,0.5,0.1,1.6,1.9
Yabusele,Guerschon Yabusele,PF,Front,6.6,2.3,0.440,0.322,0.682,1.4,0.4,0.1,0.2,0.4,0.7
Diaz,Guillermo Diaz,SG,Guard,3.0,0.8,0.25,0.0,0.6,0.3,0.2,0.0,0.0,0.0,0.0
Ayon,Gustavo Ayon,C,Front,16.6,4.6,0.532,0.0,0.473,4.4,1.2,0.7,0.5,0.9,1.9
Rucker,Guy Rucker,PF,Front,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3
Seung-jin,Ha Seung-jin,C,Front,6.7,1.5,0.508,0.0,0.508,1.3,0.0,0.1,0.3,0.5,1.3
Olajuwon,Hakeem Olajuwon,C,Front,24.5,9.5,0.481,0.0,0.590,6.7,1.1,1.2,1.5,1.5,2.4
Warrick,Hakim Warrick,PF,Front,19.3,8.8,0.471,0.102,0.719,3.8,0.7,0.3,0.2,1.1,1.7
Ndiaye,Hamady Ndiaye,C,Front,3.7,0.4,0.377,0.0,0.166,0.5,0.0,0.0,0.1,0.1,0.7
Haddadi,Hamed Haddadi,C,Front,7.0,2.2,0.471,0.0,0.64,2.5,0.3,0.0,0.5,0.6,1.3
Diallo,Hamidou Diallo,SG,Guard,14.3,4.9,0.453,0.183,0.616,2.5,0.4,0.5,0.2,0.7,1.8
Mottola,Hanno Mottola,C,Front,15.1,4.6,0.442,0.038,0.780,2.8,0.4,0.2,0.1,0.9,2.1
Jamison,Harold Jamison,PF,Front,7.1,2.2,0.512,0.0,0.667,1.6,0.2,0.2,0.0,0.2,0.9
Barnes,Harrison Barnes,SF,Wing,31.3,13.7,0.447,0.372,0.783,4.8,1.6,0.6,0.2,1.1,1.6
Giles III,Harry Giles III,PF,Front,14.6,7.0,0.531,0.0,0.702,4.0,1.4,0.5,0.4,1.1,2.6
Thabeet,Hasheem Thabeet,C,Front,9.5,1.9,0.541,0.0,0.515,2.4,0.1,0.2,0.6,0.5,1.8
Adams,Hassan Adams,SG,Guard,6.1,1.9,0.432,0.0,0.583,0.9,0.1,0.2,0.1,0.3,0.5
Whiteside,Hassan Whiteside,C,Front,21.6,10.9,0.495,0.212,0.503,9.3,0.5,0.4,1.9,1.2,2.3
Highsmith,Haywood Highsmith,SF,Wing,8.0,1.8,0.4,0.2,0.0,1.0,0.4,0.2,0.0,0.2,0.2
Turkoglu,Hedo Turkoglu,SF,Wing,25.4,10.1,0.412,0.364,0.721,3.7,2.7,0.7,0.2,1.5,2.2
Ellenson,Henry Ellenson,PF,Front,8.2,3.4,0.319,0.266,0.530,2.2,0.4,0.1,0.0,0.4,0.6
Sims,Henry Sims,C,Front,13.5,5.5,0.523,0.060,0.535,3.6,0.5,0.3,0.4,0.9,1.6
Walker,Henry Walker,SF,Wing,17.5,6.1,0.464,0.295,0.765,2.2,0.9,0.5,0.1,0.8,2.2
Hawkins,Hersey Hawkins,SG,Guard,11.5,3.1,0.409,0.37,0.857,1.4,1.2,0.6,0.2,0.3,0.8
Armstrong,Hilton Armstrong,PF,Front,10.6,2.6,0.478,0.083,0.541,2.6,0.3,0.3,0.4,0.7,1.6
Fuller,Hiram Fuller,PF,Front,10.8,2.0,0.375,0.0,0.333,2.8,0.5,0.0,0.3,1.0,1.3
Thompson,Hollis Thompson,SG,Guard,23.5,7.4,0.413,0.379,0.698,3.0,1.0,0.6,0.2,0.7,2.0
Grant,Horace Grant,PF,Front,24.3,6.4,0.476,0.0,0.554,4.8,1.4,0.6,0.4,0.4,1.5
Jenkins,Horace Jenkins,PG,Guard,6.9,2.8,0.333,0.0,0.923,0.6,0.6,0.3,0.1,0.5,0.4
Eisley,Howard Eisley,PG,Guard,20.9,6.3,0.373,0.319,0.825,1.6,3.5,0.7,0.0,1.3,2.0
Davis,Hubert Davis,PG,Guard,15.5,4.2,0.346,0.310,0.866,1.2,1.1,0.3,0.0,0.6,1.0
Clark,Ian Clark,SG,Guard,12.2,4.9,0.417,0.344,0.825,1.1,1.0,0.3,0.1,0.6,1.1
Mahinmi,Ian Mahinmi,C,Front,15.2,5.0,0.533,0.031,0.647,4.0,0.5,0.5,0.7,0.8,2.4
Kutluay,Ibrahim Kutluay,SG,Guard,2.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2
Brazdeikis,Ignas Brazdeikis,SF,Wing,5.9,1.9,0.273,0.111,0.8,0.6,0.4,0.0,0.1,0.2,0.3
Rakocevic,Igor Rakocevic,PG,Guard,5.7,1.9,0.379,0.417,0.805,0.4,0.8,0.1,0.0,0.5,0.6
Anigbogu,Ike Anigbogu,C,Front,2.3,0.6,0.222,0.0,0.416,0.9,0.1,0.0,0.3,0.2,0.0
Austin,Ike Austin,C,Front,15.4,3.9,0.373,0.125,0.85,3.8,0.8,0.4,0.3,0.7,1.7
Diogu,Ike Diogu,PF,Front,10.9,4.9,0.427,0.083,0.812,2.5,0.2,0.1,0.1,0.7,1.5
Fontaine,Ike Fontaine,SG,Guard,12.7,1.8,0.214,0.2,0.667,0.8,0.7,0.0,0.0,0.7,1.0
Shumpert,Iman Shumpert,SG,Guard,23.8,6.7,0.383,0.321,0.739,3.2,1.7,1.0,0.2,1.1,2.1
Udoka,Ime Udoka,SF,Wing,14.7,3.9,0.370,0.246,0.620,2.4,0.8,0.5,0.1,0.6,1.3
Bowman,Ira Bowman,SG,Guard,8.0,1.6,0.357,0.0,0.0,0.5,1.2,0.3,0.0,0.1,0.5
Newble,Ira Newble,SF,Wing,17.5,4.4,0.420,0.315,0.720,2.7,0.7,0.4,0.2,0.6,1.6
Bonga,Isaac Bonga,SF,Wing,11.6,2.7,0.337,0.2,0.706,2.1,0.9,0.5,0.3,0.5,1.3
Humphries,Isaac Humphries,C,Front,11.2,3.0,0.286,0.273,0.0,2.2,0.0,0.2,0.0,0.0,1.4
Briscoe,Isaiah Briscoe,PG,Guard,14.3,3.5,0.399,0.324,0.577,1.9,2.2,0.3,0.1,0.8,1.7
Canaan,Isaiah Canaan,SG,Guard,19.0,7.3,0.372,0.335,0.829,1.7,2.0,0.6,0.1,1.1,1.5
Hartenstein,Isaiah Hartenstein,C,Front,9.7,3.3,0.572,0.166,0.732,2.8,0.6,0.3,0.4,0.6,1.9
Hicks,Isaiah Hicks,PF,Front,12.0,4.2,0.479,0.111,0.733,2.3,0.8,0.2,0.6,0.6,2.1
Rider,Isaiah Rider,SG,Guard,17.7,8.4,0.441,0.385,0.81,2.8,1.4,0.3,0.1,1.4,1.3
Roby,Isaiah Roby,SF,Wing,3.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.3
Taylor,Isaiah Taylor,PG,Guard,15.2,3.6,0.280,0.125,0.601,1.1,1.9,0.4,0.2,0.6,1.6
Thomas,Isaiah Thomas,PG,Guard,27.1,16.5,0.419,0.353,0.839,2.2,4.5,0.7,0.1,2.2,2.0
Whitehead,Isaiah Whitehead,PG,Guard,16.9,6.8,0.433,0.341,0.744,2.0,1.9,0.5,0.3,1.7,1.9
Smith,Ish Smith,PG,Guard,18.5,6.9,0.412,0.290,0.640,2.2,3.5,0.6,0.2,1.1,1.2
Johnson,Ivan Johnson,PF,Front,15.8,6.5,0.516,0.205,0.669,3.9,0.6,0.8,0.2,1.1,2.0
McFarlin,Ivan McFarlin,PF,Front,3.7,1.4,0.385,0.0,0.714,1.0,0.1,0.0,0.0,0.1,0.7
Rabb,Ivan Rabb,PF,Front,14.5,5.6,0.556,0.1,0.758,4.3,1.0,0.3,0.3,0.8,1.6
Zubac,Ivica Zubac,C,Front,15.3,7.0,0.547,0.0,0.744,5.1,0.9,0.2,0.7,0.8,1.8
Barea,J.J. Barea,PG,Guard,18.8,8.7,0.418,0.348,0.795,2.0,3.9,0.3,0.0,1.5,1.3
Macura,J.P. Macura,SG,Guard,4.7,1.5,0.166,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0
Bremer,J.R. Bremer,PG,Guard,17.9,5.8,0.320,0.305,0.708,1.6,2.0,0.5,0.0,0.8,1.1
Giddens,J.R. Giddens,SG,Guard,4.4,1.4,0.567,0.0,0.282,1.0,0.2,0.2,0.0,0.3,0.5
Reid,J.R. Reid,C,Front,6.7,1.7,0.4,0.0,0.75,1.3,0.2,0.3,0.2,0.2,0.7
Hickson,JJ Hickson,C,Front,21.4,9.0,0.506,0.0,0.611,6.5,0.8,0.5,0.5,1.3,1.8
O'Brien,JJ O'Brien,SF,Wing,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5
Redick,JJ Redick,SG,Guard,24.9,12.4,0.442,0.410,0.886,1.9,1.9,0.4,0.0,1.0,1.5
Smith,JR Smith,SF,Wing,26.4,11.9,0.410,0.366,0.727,3.0,2.0,1.0,0.2,1.3,2.1
Morant,Ja Morant,PG,Guard,30.0,17.6,0.491,0.367,0.77,3.5,6.9,0.9,0.3,3.2,1.5
Johnson,JaJuan Johnson,PF,Front,8.3,3.2,0.446,0.0,0.667,1.6,0.2,0.1,0.4,0.4,0.7
Sampson,JaKarr Sampson,SF,Wing,18.3,7.8,0.507,0.295,0.662,3.7,0.6,0.5,0.6,0.7,1.9
Green,JaMychal Green,PF,Front,20.3,7.5,0.482,0.302,0.765,5.8,0.8,0.5,0.3,1.0,2.5
McGee,JaVale McGee,C,Front,16.5,7.4,0.564,0.131,0.635,4.8,0.3,0.3,1.4,0.9,2.1
Bird,Jabari Bird,SG,Guard,8.8,3.0,0.577,0.429,0.462,1.5,0.6,0.2,0.1,0.6,0.5
Brown,Jabari Brown,SG,Guard,29.9,11.9,0.412,0.371,0.753,1.9,2.1,0.6,0.1,1.7,1.7
Parker,Jabari Parker,PF,Front,28.6,14.7,0.491,0.305,0.734,5.7,2.0,0.9,0.3,1.8,2.1
Smith,Jabari Smith,C,Front,8.7,2.9,0.425,0.125,0.667,1.4,0.6,0.3,0.2,0.4,1.3
Cooley,Jack Cooley,C,Front,8.9,3.7,0.444,0.0,0.583,2.9,0.5,0.2,0.1,0.3,1.6
Butler,Jackie Butler,C,Front,8.2,4.1,0.666,0.0,0.884,1.7,0.3,0.2,0.1,0.7,1.2
Vroman,Jackson Vroman,PF,Front,12.6,3.1,0.403,0.0,0.558,2.9,0.6,0.4,0.3,0.9,2.0
Evans,Jacob Evans,SG,Guard,10.6,2.8,0.338,0.300,0.431,1.1,0.9,0.3,0.2,0.6,1.1
Pullen,Jacob Pullen,PG,Guard,2.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Wiley,Jacob Wiley,PF,Front,6.6,0.8,0.25,0.5,0.5,2.2,0.4,0.2,0.0,0.0,0.8
Vaughn,Jacque Vaughn,PG,Guard,17.0,4.4,0.421,0.390,0.792,1.3,2.5,0.5,0.0,0.9,1.6
Crowder,Jae Crowder,SF,Wing,24.9,9.6,0.417,0.332,0.765,4.2,1.5,1.0,0.3,0.8,2.0
White,Jahidi White,C,Front,15.7,4.9,0.496,0.0,0.527,4.9,0.1,0.3,1.0,1.0,2.4
Okafor,Jahlil Okafor,C,Front,19.2,10.2,0.555,0.223,0.676,4.7,0.9,0.3,0.8,1.4,2.1
Layman,Jake Layman,SF,Wing,13.1,4.9,0.388,0.278,0.721,1.7,0.4,0.4,0.2,0.5,1.1
Tsakalidis,Jake Tsakalidis,C,Front,14.8,4.4,0.487,0.0,0.664,3.6,0.3,0.2,0.6,0.8,2.0
Voskuhl,Jake Voskuhl,C,Front,13.1,3.5,0.462,0.037,0.710,3.1,0.4,0.3,0.3,0.7,2.4
Poeltl,Jakob Poeltl,C,Front,15.8,5.2,0.626,0.125,0.539,4.6,0.9,0.4,0.9,0.7,2.0
Brunson,Jalen Brunson,PG,Guard,19.8,8.7,0.466,0.353,0.768,2.3,3.2,0.4,0.1,1.2,1.5
Jones,Jalen Jones,SG,Guard,12.3,4.8,0.400,0.371,0.668,2.2,0.3,0.4,0.1,0.4,1.5
Lecque,Jalen Lecque,PG,Guard,6.5,2.5,0.4,0.0,1.0,0.0,0.5,0.0,0.0,0.3,0.5
McDaniels,Jalen McDaniels,PF,Front,18.3,5.6,0.471,0.375,0.824,4.1,0.8,0.5,0.2,0.7,2.3
Rose,Jalen Rose,SF,Wing,32.4,16.1,0.434,0.371,0.840,3.5,3.6,0.7,0.3,2.3,2.5
Franklin,Jamaal Franklin,SG,Guard,6.0,1.4,0.454,0.477,0.5,0.9,0.6,0.1,0.2,0.7,1.2
Magloire,Jamaal Magloire,C,Front,19.2,6.1,0.470,0.0,0.548,5.8,0.5,0.2,0.7,1.3,2.4
Tinsley,Jamaal Tinsley,PG,Guard,24.8,7.8,0.375,0.264,0.658,2.7,5.5,1.2,0.2,2.3,2.2
Crawford,Jamal Crawford,SG,Guard,29.0,14.3,0.410,0.351,0.854,2.1,3.3,0.8,0.2,1.8,1.4
Mashburn,Jamal Mashburn,SF,Wing,39.5,21.0,0.408,0.348,0.825,6.4,4.4,0.9,0.2,2.5,2.2
Murray,Jamal Murray,PG,Guard,29.6,15.8,0.436,0.356,0.882,3.6,3.7,0.9,0.3,1.9,1.8
Robinson,Jamal Robinson,SF,Wing,12.0,1.0,0.136,0.0,0.0,1.8,0.3,1.0,0.0,0.5,1.2
Sampson,Jamal Sampson,PF,Front,7.6,1.6,0.457,0.0,0.320,2.9,0.3,0.1,0.3,0.3,1.0
Moon,Jamario Moon,SF,Wing,20.8,5.4,0.422,0.302,0.854,3.9,0.9,0.6,0.7,0.6,1.2
Warney,Jameel Warney,PF,Front,9.0,5.7,0.583,0.0,0.6,3.0,0.0,0.0,0.0,0.3,0.7
Nelson,Jameer Nelson,PG,Guard,27.9,11.3,0.432,0.367,0.801,2.9,5.1,0.8,0.0,2.0,2.4
Artis,Jamel Artis,SG,Guard,18.6,5.1,0.392,0.276,0.583,2.5,1.2,0.1,0.2,0.5,0.7
Thomas,Jamel Thomas,SF,Wing,11.2,2.6,0.316,0.333,0.0,1.8,0.0,0.6,0.0,1.2,1.2
Anderson,James Anderson,SG,Guard,15.2,4.9,0.396,0.323,0.773,1.9,1.0,0.4,0.2,0.7,1.0
Augustine,James Augustine,PF,Front,4.7,1.3,0.431,0.0,0.25,1.3,0.5,0.1,0.0,0.1,0.8
Ennis III,James Ennis III,SF,Wing,19.3,6.4,0.453,0.361,0.786,3.0,0.9,0.6,0.3,0.7,1.9
Harden,James Harden,SG,Guard,34.3,25.1,0.442,0.365,0.853,5.3,6.2,1.5,0.5,3.6,2.6
Johnson,James Johnson,SF,Wing,20.3,7.7,0.472,0.281,0.684,3.5,2.0,0.7,0.9,1.4,2.2
Jones,James Jones,SF,Wing,13.8,4.6,0.387,0.392,0.802,1.5,0.4,0.2,0.2,0.2,1.1
Lang,James Lang,C,Front,5.0,1.0,0.444,0.0,0.6,1.0,0.2,0.0,0.3,0.2,1.3
McAdoo,James Michael McAdoo,PF,Front,7.5,3.1,0.474,0.259,0.647,1.6,0.2,0.2,0.4,0.3,0.8
Nunnally,James Nunnally,SF,Wing,9.7,2.9,0.339,0.32,0.833,0.9,0.5,0.3,0.1,0.3,0.7
Posey,James Posey,SF,Wing,26.7,8.4,0.399,0.341,0.812,4.7,1.5,1.0,0.3,1.1,2.6
Robinson,James Robinson,PG,Guard,8.3,1.7,0.364,0.4,0.0,1.3,0.0,0.7,0.2,0.7,0.8
Singleton,James Singleton,SF,Wing,14.6,4.5,0.466,0.29,0.837,4.1,0.5,0.4,0.5,0.6,1.7
Southerland,James Southerland,SF,Wing,7.5,3.5,0.333,0.5,0.5,2.0,0.0,0.3,0.5,0.3,0.8
Thomas,James Thomas,SF,Wing,8.7,1.8,0.563,0.0,0.452,2.6,0.2,0.2,0.2,0.4,1.4
Webb III,James Webb III,PF,Front,12.0,1.6,0.25,0.211,0.0,2.4,0.4,0.1,0.0,0.4,1.0
White,James White,SF,Wing,11.0,4.1,0.49,0.375,0.459,1.3,0.5,0.3,0.1,0.6,0.8
Young,James Young,SG,Guard,8.8,2.3,0.361,0.283,0.534,0.8,0.2,0.2,0.0,0.1,0.6
Curry,JamesOn Curry,PG,Guard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feick,Jamie Feick,PF,Front,24.8,3.7,0.348,0.0,0.5,9.3,0.8,1.3,0.5,1.2,2.5
Wilson,Jamil Wilson,SF,Wing,18.3,7.0,0.469,0.429,0.5,2.1,0.7,0.3,0.5,0.5,2.3
Brewer,Jamison Brewer,SG,Guard,8.4,1.6,0.399,0.139,0.268,0.8,1.1,0.3,0.0,0.5,0.6
Vesely,Jan Vesely,PF,Front,15.0,3.6,0.517,0.0,0.393,3.4,0.5,0.6,0.5,0.7,2.3
Pargo,Jannero Pargo,PG,Guard,13.5,5.8,0.396,0.355,0.878,1.2,1.8,0.4,0.0,1.0,1.2
Cunningham,Jared Cunningham,SG,Guard,5.8,2.1,0.355,0.356,0.751,0.5,0.4,0.2,0.0,0.3,0.7
Dudley,Jared Dudley,SG,Guard,21.7,7.0,0.452,0.383,0.743,3.0,1.5,0.7,0.1,0.8,1.7
Harper,Jared Harper,PG,Guard,2.7,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffries,Jared Jeffries,PF,Front,20.2,4.4,0.415,0.213,0.561,3.8,1.1,0.6,0.4,1.0,2.3
Reiner,Jared Reiner,C,Front,7.9,1.1,0.340,0.0,0.275,2.3,0.3,0.2,0.3,0.5,1.7
Sullinger,Jared Sullinger,PF,Front,21.7,9.2,0.422,0.240,0.681,6.4,1.4,0.6,0.5,1.0,2.7
Terrell,Jared Terrell,SG,Guard,7.9,2.2,0.308,0.235,0.5,0.4,0.9,0.2,0.1,0.7,1.1
Eddie,Jarell Eddie,SF,Wing,7.0,2.4,0.208,0.189,0.629,0.8,0.0,0.2,0.0,0.0,0.1
Martin,Jarell Martin,PF,Front,14.5,5.0,0.427,0.264,0.777,3.3,0.5,0.3,0.3,0.7,2.1
Jackson,Jaren Jackson,SG,Guard,11.6,3.3,0.402,0.369,0.25,1.3,0.6,0.4,0.0,0.5,1.1
Jackson Jr.,Jaren Jackson Jr.,PF,Front,27.0,15.3,0.487,0.378,0.753,4.7,1.2,0.8,1.5,1.7,3.9
Stokes,Jarnell Stokes,C,Front,4.2,1.8,0.722,0.0,0.512,1.1,0.4,0.3,0.0,0.1,0.9
Blossomgame,Jaron Blossomgame,SF,Wing,16.3,4.2,0.443,0.256,0.769,3.6,0.5,0.3,0.3,0.4,0.7
Vanderbilt,Jarred Vanderbilt,PF,Front,4.1,1.2,0.549,0.0,0.8,1.1,0.2,0.3,0.1,0.5,0.5
Brantley,Jarrell Brantley,PF,Front,2.6,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,0.4,0.4
Allen,Jarrett Allen,C,Front,23.9,9.9,0.608,0.155,0.701,7.7,1.1,0.5,1.3,1.1,2.1
Culver,Jarrett Culver,SG,Guard,23.9,9.2,0.404,0.299,0.462,3.4,1.7,0.9,0.6,1.3,2.0
Jack,Jarrett Jack,SG,Guard,27.3,10.4,0.454,0.306,0.865,2.7,4.6,0.8,0.1,2.0,1.8
Uthoff,Jarrod Uthoff,PF,Front,8.1,2.7,0.282,0.166,0.857,1.3,0.5,0.2,0.2,0.1,0.6
Collins,Jarron Collins,SG,Guard,14.5,3.4,0.428,0.0,0.668,2.6,0.6,0.2,0.1,0.5,2.2
Hayes,Jarvis Hayes,SF,Wing,23.7,8.5,0.416,0.352,0.788,3.1,1.1,0.7,0.1,0.9,1.9
Varnado,Jarvis Varnado,PF,Front,9.3,2.3,0.514,0.0,0.509,1.6,0.3,0.2,0.7,0.4,1.7
